"Table","PhysicalName","LogicalDatabase","Connection","Field","TypeCode","TypeLabel","KeyType","Size","IsComposite","Nullable"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","IDSociete","24","id auto 8 octets","1","8","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Nom","2","texte","2","35","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Adresse1","2","texte","0","35","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Adresse2","2","texte","0","35","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Adresse3","2","texte","0","35","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Code_Pays","2","texte","0","3","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Code_Postal","2","texte","0","7","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Ville","2","texte","0","50","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","N_Tel","2","texte","0","30","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","N_fax","2","texte","0","30","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","E_mail","2","texte","0","50","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Code_societe","2","texte","1","5","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Code_banque","2","texte","0","5","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Code_guichet","2","texte","0","5","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","code_compte","2","texte","0","11","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Code_cle","2","texte","0","2","no","0"
"Societe","Societe","Societe","_127_0_0_1_Opentrans","Domiciliation","2","texte","0","30","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","IDPays","24","id auto 8 octets","1","8","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Code_Pays","2","texte","1","3","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Libelle","2","texte","2","30","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Control_localite","37","booleen","0","1","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Pays_par_defaut","37","booleen","0","1","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Taille_departement","36","entier 1 octet","0","1","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Taille_Num_tel","36","entier 1 octet","0","1","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Indicatif_Telephonique","26","entier 4 octets","0","4","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Code_Gls","36","entier 1 octet","0","1","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Extraction_Dept_gls","36","entier 1 octet","0","1","no","0"
"Pays","Pays","Pays","_127_0_0_1_Opentrans","Code_Iso","2","texte","0","2","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Idagence","24","id auto 8 octets","1","8","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Nom","2","texte","0","35","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Adresse1","2","texte","0","35","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Adresse2","2","texte","0","35","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Adresse3","2","texte","0","35","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Code_Pays","2","texte","0","3","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Code_Postal","2","texte","0","7","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Ville","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","N_Tel","2","texte","0","30","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","N_fax","2","texte","0","30","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","E_mail","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Code_societe","2","texte","2","5","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","code_adherent","2","texte","2","6","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","cle_unique_agence","2","texte","1","24","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Code_agence","2","texte","1","5","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Identifiant_TVA","2","texte","0","30","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Identifiant_EDI","2","texte","1","35","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Nombre_exemplaire_facture","36","entier 1 octet","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Imprimante_borderau","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Numero_facture","27","entier 8 octets","0","8","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","logo","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Image_fond","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Siret","2","texte","1","14","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Nombre_exemplaire_bdx_grp","36","entier 1 octet","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Nombre_exemplaire_bdx_liv","36","entier 1 octet","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Num_fact_sv","27","entier 8 octets","0","8","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Message_exobase","2","texte","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Message_traction","2","texte","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","borne_mini","26","entier 4 octets","0","4","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","borne_maxi","26","entier 4 octets","0","4","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Gtf","2","texte","0","6","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Libelle_sur_etiquette","2","texte","0","10","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Imprimante_recepisse","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Code_Visapack","2","texte","0","3","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","code_agence_sur_recepisse","2","texte","0","3","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Selection_recepisse","3","entier 2 octets","0","2","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","repertoire_d_emission_vers_agence","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","reperoire_de_reception_du_site_cen","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Numero_de_tiers_automatique","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Creation_automatique_de_localite","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Dernier_tiers","2","texte","0","6","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Numero_facture_sauvegard�","27","entier 8 octets","0","8","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Tri_edition_des_factures","3","entier 2 octets","0","2","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","dernier_Devis","26","entier 4 octets","0","4","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Gestion_Affretement","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","edition_quantit�_taxable_sur_bdx_gropage","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","edition_adresse_sur_bdx_groupage","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Repertoire_exportation_compta","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Numero_compte_transport","2","texte","0","10","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","libelle_compte_transport","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","prefixe_numero_facture","2","texte","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Gestion_automatique_numero_facture","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","longueur_numero_facture","36","entier 1 octet","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","repertoire_fichier_facture_pdf","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Code_ape","2","texte","0","5","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Numero_compte_facture_diverses","2","texte","0","10","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","libelle_compte_facture_diverses","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Nom_assureur","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Ad1_assureur","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Ad2_assureur","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Ad3_assureur","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Pays_assureur","2","texte","0","3","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","code_postale_assureur","2","texte","0","7","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Ville_assureur","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","tel_assureur","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","fax_assureur","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","mail_assureur","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","lien_url","2","texte","0","256","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Libelle_bas_de_facture","29","memo/texte long","0","8","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Siren","2","texte","0","14","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","siret_administratif","2","texte","0","14","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Code_client_webservice","26","entier 4 octets","0","4","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","envoi_document_via_calva","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","format_export_vers_compta","3","entier 2 octets","0","2","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","NUmero_de_mouvement","26","entier 4 octets","0","4","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Journal_de_vente","2","texte","0","2","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Code_produit_enlevement","2","texte","0","2","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","integration_edi_automatique","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Repertoire__xls_de_base","2","texte","0","200","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","FGestion_heure_sur_mlv","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Gls_CodeClient","2","texte","0","15","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Gls_CodeDepot","2","texte","0","15","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Webservice_Identifiant","2","texte","0","100","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Societe_agence","","","1","","yes",""
"Agence","Agence","Societe","_127_0_0_1_Opentrans","NonEditionRapportArrivage","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Longitude_gps","41","","0","6","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Latitude_gps","41","","0","6","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","CallRef_Ptv","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Non_Edition_Facture","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","ReImpression_Facture_AvecCodeClient_Nom_Numfac","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","RepertoireExportationReImpressionFacture","2","texte","0","250","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Logo_En_Image","30","","0","8","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Interloculteur_Aff","2","texte","0","250","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Email_Interloculteur_Aff","29","memo/texte long","0","8","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","MotDePasse_Email_Aff","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Smpt_EmailAff","2","texte","0","50","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","TransfertFactureParMail","37","booleen","0","1","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","EmailServiceComptabilit�","2","texte","0","200","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","Texte_Accompagnement_ConfirmationAffretement","29","memo/texte long","0","8","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","responsableServiceCompta","2","texte","0","150","no","0"
"Agence","Agence","Societe","_127_0_0_1_Opentrans","TelResponsableCompta","2","texte","0","50","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","IDUtilisateur","24","id auto 8 octets","1","8","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","cle_unique_agence","2","texte","2","24","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","Nom_utilisateur","2","texte","2","50","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","prenom_utilisateur","2","texte","2","50","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","Mot_de_passe","2","texte","0","10","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","Cle_unique_utilisateur","2","texte","1","24","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","Login","2","texte","0","15","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","CleComp","","","1","","yes",""
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","date_livre_de_caisse","14","date","0","8","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","Pas_de_controle_sur_le_nb_connection","37","booleen","0","1","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","Code_regroupement","2","texte","0","5","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","Email_contact","2","texte","0","200","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","EmailFichierHtml","2","texte","0","500","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","MotPasseMail","2","texte","0","50","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","ServeurSmtp","2","texte","0","50","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","PortServeur","2","texte","0","50","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","Telephone","2","texte","0","30","no","0"
"Utilisateur","Utilisateur","Utilisateur","_127_0_0_1_Opentrans","SignatureMailHTML","29","memo/texte long","0","8","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","IDReception","24","id auto 8 octets","1","8","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Repertoire_reception","2","texte","0","100","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Nom_fichier_reception","2","texte","0","100","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Interface_de_reception","2","texte","0","100","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Commentaire","2","texte","0","100","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Repertoire_emission","2","texte","0","100","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Interface_emission","2","texte","0","100","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Repertoire_archivage","2","texte","0","100","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Type_de_fichier","3","entier 2 octets","0","2","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Repertoire_faxdata","2","texte","0","100","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","Optimiseur","37","booleen","0","1","no","0"
"Reception","Reception","Reception","_127_0_0_1_Opentrans","IDOptimizer","25","entier 8 octets","2","8","no","0"
"Compteur","Compteur","Compteur","_127_0_0_1_Opentrans","IDCompteur","24","id auto 8 octets","1","8","no","0"
"Compteur","Compteur","Compteur","_127_0_0_1_Opentrans","cle_unique_agence","2","texte","1","24","no","0"
"Compteur","Compteur","Compteur","_127_0_0_1_Opentrans","Borne_debut","17","monetaire","0","10","no","0"
"Compteur","Compteur","Compteur","_127_0_0_1_Opentrans","Borne_fin","17","monetaire","0","10","no","0"
"Compteur","Compteur","Compteur","_127_0_0_1_Opentrans","Compteur_en_cours","17","monetaire","0","10","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","IDCode_evenement","24","id auto 8 octets","1","8","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Code_situation","2","texte","2","3","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Code_Justification","2","texte","2","3","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Libelle_evenement","2","texte","0","50","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Taxation_sous_traitance","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Cle_evenement","","","1","","yes",""
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Sold�e","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","CleComp1","","","1","","yes",""
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Mise_a_quai","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Souffrance","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Gele_en_statistique","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Evenement_facturable","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Envoi_document","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Prensence_emarge","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Type_evenement","3","entier 2 octets","0","2","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Genere_une_liste","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","type_document","3","entier 2 octets","0","2","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Transmission_edi","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","IDType_etat","25","entier 8 octets","2","8","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Num_couleur","27","entier 8 octets","0","8","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Saisie_Poids_Obligatoire","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","Saisie_date_nouvelle_presentation_obligatoire","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","VisibleAgence","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","VisibleClient","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bArr","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bLiv","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bEnlvt","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bPtQuai","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bRDV","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bAvis�","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bAvarie","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bManquant","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bEmarge","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bLitige","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bDoc","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","bImputableClient","37","booleen","2","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","AlerteSMS","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","AlerteEmail","37","booleen","0","1","no","0"
"Code_evenement","Code_evenement","Code_evenement","_127_0_0_1_Opentrans","VisibleChauffeur","37","booleen","2","1","no","0"
"Evenement_defaut","Evenement_defaut","Evenement_defaut","_127_0_0_1_Opentrans","IDEvenement_defaut","24","id auto 8 octets","1","8","no","0"
"Evenement_defaut","Evenement_defaut","Evenement_defaut","_127_0_0_1_Opentrans","Type_evenement","3","entier 2 octets","1","2","no","0"
"Evenement_defaut","Evenement_defaut","Evenement_defaut","_127_0_0_1_Opentrans","Code_situation","2","texte","2","3","no","0"
"Evenement_defaut","Evenement_defaut","Evenement_defaut","_127_0_0_1_Opentrans","Code_Justification","2","texte","2","3","no","0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","IDBornePoids","24","id auto 8 octets","1","8","no","0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","cle_unique_agence","2","texte","2","24","no","0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","code_borne","2","texte","2","10","no","0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","Borne_de_poids","17","monetaire","0","10","no","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","Type","2","texte","0","1","no","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","SANSARRONDI","17","monetaire","0","10","no","0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","ARRONDI10","17","monetaire","0","10","no","0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","ARRONDI100","17","monetaire","0","10","no","0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","PRIX_AU","26","entier 4 octets","0","4","no","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","borne_cle_unique","","","1","","yes",""
"BornePoids","BornePoids","BornePoids","_127_0_0_1_Opentrans","cle_unique_agencecode_borne","","","1","","yes",""
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","IDDecoupage","24","id auto 8 octets","1","8","no","0"
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","cle_unique_agence","2","texte","2","24","no","0"
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Nom_decoupage","2","texte","2","10","no","0"
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Code_Pays","2","texte","2","3","no","0"
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Departement","2","texte","2","7","no","0"
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Code_Postal","2","texte","2","7","no","0"
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Reference","2","texte","2","10","no","0"
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Agence_nom","","","2","","yes",""
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Cle_totale","","","2","","yes",""
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Decoupage_cle_unique","2","texte","1","24","no","0"
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Cle_decoupage","","","2","","yes",""
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","cle_unique_agenceNom_decoupageCode_PaysDepartementCode_Postal","","","2","","yes",""
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Indice_regroupement","36","entier 1 octet","0","1","no","0"
"Decoupage","Decoupage","Decoupage","_127_0_0_1_Opentrans","Ville","2","texte","0","50","no","0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","IDTarif","24","id auto 8 octets","1","8","no","0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","cle_unique_agence","2","texte","2","24","no","0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","Code_tarif","2","texte","0","10","no","0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","date_application","14","date","0","8","no","0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","type_tarif","3","entier 2 octets","0","2","no","0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","Prix","17","monetaire","0","10","no","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","taxe_annexe","17","monetaire","0","10","no","0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","Agence_code_date","","","2","","yes",""
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","Tarif_cle_unique","","","1","","yes",""
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","Agence_code","","","2","","yes",""
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","Nom_decoupage","2","texte","2","10","no","0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","code_borne","2","texte","0","10","no","0"
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","cle_unique_agencecode_borne","","","2","","yes",""
"Tarif","Tarif","Tarif","_127_0_0_1_Opentrans","cle_unique_agenceCode_tarifdate_applicationNom_decoupage","","","2","","yes",""
"Timbre","Timbre","Timbre","_127_0_0_1_Opentrans","IDTimbre","24","id auto 8 octets","1","8","no","0"
"Timbre","Timbre","Timbre","_127_0_0_1_Opentrans","cle_unique_agence","2","texte","2","24","no","0"
